file,time,#nodes,pathlength,horizon,#moves,init_conflicts
benchmark_examples/size6x6/density30/ex5.lp,0.9990447620002669,25,9,6,37,12
benchmark_examples/size6x6/density30/ex6.lp,2.770560138997098,64,11,8,43,12
benchmark_examples/size6x6/density30/ex7.lp,0.7223648930012132,14,6,7,48,8
benchmark_examples/size6x6/density30/ex8.lp,1.8481316609977512,42,4,9,51,10
benchmark_examples/size6x6/density30/ex9.lp,0.9680503589988803,22,10,7,43,6
benchmark_examples/size6x6/density35/ex1.lp,2.539835978001065,57,11,8,47,14
benchmark_examples/size6x6/density35/ex10.lp,4.5716185650017,91,16,7,51,20
benchmark_examples/size6x6/density35/ex2.lp,44.58801443399716,807,26,10,60,22
benchmark_examples/size6x6/density35/ex3.lp
benchmark_examples/size6x6/density35/ex4.lp,11.927034672000445,221,23,8,63,22
benchmark_examples/size6x6/density35/ex5.lp,4.956723953997425,125,10,8,46,14
benchmark_examples/size6x6/density35/ex6.lp,89.69659983299789,1658,21,7,54,20
benchmark_examples/size6x6/density35/ex7.lp,2.843264590999752,62,13,9,53,20
benchmark_examples/size6x6/density35/ex8.lp,6.373494906001724,130,11,7,48,16
benchmark_examples/size6x6/density35/ex9.lp
benchmark_examples/size6x6/density40/ex1.lp
benchmark_examples/size6x6/density40/ex10.lp,30.928784738003742,642,18,7,58,20
benchmark_examples/size6x6/density40/ex2.lp,5.660171909003111,104,12,7,54,16
benchmark_examples/size6x6/density40/ex3.lp
benchmark_examples/size6x6/density40/ex4.lp
benchmark_examples/size6x6/density40/ex5.lp
benchmark_examples/size6x6/density40/ex6.lp,5.106493542996759,117,16,7,55,26
benchmark_examples/size6x6/density40/ex7.lp
benchmark_examples/size6x6/density40/ex8.lp
benchmark_examples/size6x6/density40/ex9.lp,1.0977735150008812,27,9,6,39,14
benchmark_examples/size7x7/density20/ex1.lp,80.02679184500448,811,9,8,44,10
benchmark_examples/size7x7/density20/ex10.lp,1.2166108840028755,14,6,8,40,10
benchmark_examples/size7x7/density20/ex2.lp,0.6598585160027142,16,5,9,42,10
benchmark_examples/size7x7/density20/ex3.lp,92.77093274999788,796,12,10,56,10
benchmark_examples/size7x7/density20/ex4.lp,3.623382372999913,39,10,8,50,12
benchmark_examples/size7x7/density20/ex5.lp,0.19282013200427173,4,2,7,38,2
benchmark_examples/size7x7/density20/ex6.lp,0.07261846199980937,3,1,7,39,4
benchmark_examples/size7x7/density20/ex7.lp,7.6615018239972414,90,8,8,41,6
benchmark_examples/size7x7/density20/ex8.lp,13.137301449998631,115,10,9,56,20
benchmark_examples/size7x7/density20/ex9.lp,0.43597707700246247,8,4,6,30,10
benchmark_examples/size7x7/density25/ex1.lp
benchmark_examples/size7x7/density25/ex10.lp,0.45590804100356763,10,4,9,46,8
benchmark_examples/size7x7/density25/ex2.lp,1.346640463998483,16,6,7,54,12
benchmark_examples/size7x7/density25/ex3.lp,91.43713827700412,985,19,9,67,20
benchmark_examples/size7x7/density25/ex4.lp,1.5932231440019677,18,7,9,61,12
benchmark_examples/size7x7/density25/ex5.lp,0.7835271419971832,16,6,7,41,10
benchmark_examples/size7x7/density25/ex6.lp
benchmark_examples/size7x7/density25/ex7.lp,1.5787117030049558,26,5,10,58,12
benchmark_examples/size7x7/density25/ex8.lp,13.668603694997728,154,12,7,52,14
benchmark_examples/size7x7/density25/ex9.lp,0.6170096310015651,12,4,7,47,14
benchmark_examples/size7x7/density30/ex1.lp,15.214903742002207,171,16,8,69,18
benchmark_examples/size7x7/density30/ex10.lp
benchmark_examples/size7x7/density30/ex2.lp,35.013159711998014,354,18,8,64,14
benchmark_examples/size7x7/density30/ex3.lp,29.419777976007026,342,22,8,70,14
benchmark_examples/size7x7/density30/ex4.lp
benchmark_examples/size7x7/density30/ex5.lp
benchmark_examples/size7x7/density30/ex6.lp,4.205549892998533,50,11,7,55,18
benchmark_examples/size7x7/density30/ex7.lp
benchmark_examples/size7x7/density30/ex8.lp,8.760380200998043,119,13,7,61,16
benchmark_examples/size7x7/density30/ex9.lp
benchmark_examples/size7x7/density35/ex1.lp,191.46651265900437,2035,26,11,85,32
benchmark_examples/size7x7/density35/ex10.lp
benchmark_examples/size7x7/density35/ex2.lp
benchmark_examples/size7x7/density35/ex3.lp
benchmark_examples/size7x7/density35/ex4.lp
benchmark_examples/size7x7/density35/ex5.lp
benchmark_examples/size7x7/density35/ex6.lp
benchmark_examples/size7x7/density35/ex7.lp
benchmark_examples/size7x7/density35/ex8.lp
benchmark_examples/size7x7/density35/ex9.lp
benchmark_examples/size7x7/density40/ex1.lp
benchmark_examples/size7x7/density40/ex10.lp
benchmark_examples/size7x7/density40/ex2.lp
benchmark_examples/size7x7/density40/ex3.lp
benchmark_examples/size7x7/density40/ex4.lp
benchmark_examples/size7x7/density40/ex5.lp
benchmark_examples/size7x7/density40/ex6.lp
benchmark_examples/size7x7/density40/ex7.lp
benchmark_examples/size7x7/density40/ex8.lp
benchmark_examples/size7x7/density40/ex9.lp
benchmark_examples/size8x8/density20/ex1.lp,1.9541249840112869,31,10,6,38,8
benchmark_examples/size8x8/density20/ex10.lp,113.73470259699388,537,17,10,72,16
benchmark_examples/size8x8/density20/ex2.lp,5.954607195002609,36,5,9,64,8
benchmark_examples/size8x8/density20/ex3.lp,126.2128390489961,727,21,11,75,20
benchmark_examples/size8x8/density20/ex4.lp,3.818703569995705,27,6,11,68,10
benchmark_examples/size8x8/density20/ex5.lp,4.439079539995873,33,10,8,65,14
benchmark_examples/size8x8/density20/ex6.lp,18.89501619899238,127,16,11,71,22
benchmark_examples/size8x8/density20/ex7.lp,15.785702138004126,123,13,10,64,12
benchmark_examples/size8x8/density20/ex8.lp,5.830486313003348,48,8,9,58,8
benchmark_examples/size8x8/density20/ex9.lp,47.93146105000051,482,13,7,53,16
benchmark_examples/size8x8/density25/ex1.lp
benchmark_examples/size8x8/density25/ex10.lp,14.05907677000505,85,16,10,75,24
benchmark_examples/size8x8/density25/ex2.lp
benchmark_examples/size8x8/density25/ex3.lp,44.0567637750064,240,21,10,78,22
benchmark_examples/size8x8/density25/ex4.lp,11.51379223400727,71,15,12,81,22
benchmark_examples/size8x8/density25/ex5.lp
benchmark_examples/size8x8/density25/ex6.lp
benchmark_examples/size8x8/density25/ex7.lp
benchmark_examples/size8x8/density25/ex8.lp
benchmark_examples/size8x8/density25/ex9.lp,745.8570456979942,9063,25,13,79,24
benchmark_examples/size8x8/density30/ex1.lp,127.86924734798959,737,20,10,99,28
benchmark_examples/size8x8/density30/ex10.lp
benchmark_examples/size8x8/density30/ex2.lp
benchmark_examples/size8x8/density30/ex3.lp
benchmark_examples/size8x8/density30/ex4.lp
benchmark_examples/size8x8/density30/ex5.lp
benchmark_examples/size8x8/density30/ex6.lp
benchmark_examples/size8x8/density30/ex7.lp
benchmark_examples/size8x8/density30/ex8.lp
benchmark_examples/size8x8/density30/ex9.lp
benchmark_examples/size8x8/density35/ex1.lp
benchmark_examples/size8x8/density35/ex10.lp
benchmark_examples/size8x8/density35/ex2.lp
benchmark_examples/size8x8/density35/ex3.lp
benchmark_examples/size8x8/density35/ex4.lp,60.435580966994166,446,36,13,111,34
benchmark_examples/size8x8/density35/ex5.lp
benchmark_examples/size8x8/density35/ex6.lp
benchmark_examples/size8x8/density35/ex7.lp
benchmark_examples/size8x8/density35/ex8.lp
benchmark_examples/size8x8/density35/ex9.lp
benchmark_examples/size8x8/density40/ex1.lp
benchmark_examples/size8x8/density40/ex10.lp
benchmark_examples/size8x8/density40/ex2.lp
benchmark_examples/size8x8/density40/ex3.lp
benchmark_examples/size8x8/density40/ex4.lp
benchmark_examples/size8x8/density40/ex5.lp
benchmark_examples/size8x8/density40/ex6.lp
benchmark_examples/size8x8/density40/ex7.lp
benchmark_examples/size8x8/density40/ex8.lp
benchmark_examples/size8x8/density40/ex9.lp
