file,time,#nodes,pathlength,horizon,#moves,init_conflicts
benchmark_examples/size6x6/density30/ex5.lp,0.03783702700093272,2,0,8,53,4
benchmark_examples/size6x6/density30/ex6.lp,0.036017432999869925,2,0,7,32,6
benchmark_examples/size6x6/density30/ex7.lp,0.027626002998658805,2,0,6,37,8
benchmark_examples/size6x6/density30/ex8.lp,0.027702830999260186,2,0,7,29,4
benchmark_examples/size6x6/density30/ex9.lp,0.015707168000517413,2,0,7,32,0
benchmark_examples/size6x6/density35/ex1.lp,1.4403227570001036,42,13,9,34,16
benchmark_examples/size6x6/density35/ex10.lp,115.55349225200007,3491,22,10,49,20
benchmark_examples/size6x6/density35/ex2.lp,77.75967235999997,2014,18,7,62,14
benchmark_examples/size6x6/density35/ex3.lp
benchmark_examples/size6x6/density35/ex4.lp,82.56292895600018,1974,30,9,68,26
benchmark_examples/size6x6/density35/ex5.lp,12.72758194599919,375,15,7,49,16
benchmark_examples/size6x6/density35/ex6.lp,1.6810192699995241,49,11,8,43,14
benchmark_examples/size6x6/density35/ex7.lp,132.41190586000084,2996,14,8,59,16
benchmark_examples/size6x6/density35/ex8.lp
benchmark_examples/size6x6/density35/ex9.lp,7.749677453999539,190,11,7,54,14
benchmark_examples/size6x6/density40/ex1.lp,0.030398464001336833,2,0,7,45,16
benchmark_examples/size6x6/density40/ex10.lp,0.029083811001328286,2,0,7,55,12
benchmark_examples/size6x6/density40/ex2.lp,0.03495360199849529,2,0,8,65,16
benchmark_examples/size6x6/density40/ex3.lp,0.04027034699902288,2,0,6,52,16
benchmark_examples/size6x6/density40/ex4.lp,0.037682987000152934,2,0,7,51,24
benchmark_examples/size6x6/density40/ex5.lp,0.04123456100023759,2,0,6,55,20
benchmark_examples/size6x6/density40/ex6.lp,0.029413660999125568,2,0,8,55,22
benchmark_examples/size6x6/density40/ex7.lp,0.03130528099973162,2,0,9,62,24
benchmark_examples/size6x6/density40/ex8.lp,0.028329967999525252,2,0,7,48,8
benchmark_examples/size6x6/density40/ex9.lp,0.036902633000863716,2,0,8,67,20
benchmark_examples/size7x7/density20/ex1.lp,0.030338460001075873,2,0,8,48,4
benchmark_examples/size7x7/density20/ex10.lp,0.028548022000904894,2,0,9,46,8
benchmark_examples/size7x7/density20/ex2.lp,0.02780889899986505,2,0,7,40,2
benchmark_examples/size7x7/density20/ex3.lp,0.03169981300015934,2,0,7,29,8
benchmark_examples/size7x7/density20/ex4.lp,0.0301485939999111,2,0,9,48,10
benchmark_examples/size7x7/density20/ex5.lp,0.030118417998892255,2,0,10,46,8
benchmark_examples/size7x7/density20/ex6.lp,0.028402960000676103,2,0,9,49,10
benchmark_examples/size7x7/density20/ex7.lp,0.032942007999736234,2,0,8,51,6
