file,time,#nodes,pathlength,horizon,#moves,init_conflicts
benchmark_examples/size5x5/density20/ex1.lp,0.04757605600752868,3,1,5,13,2
benchmark_examples/size5x5/density20/ex10.lp,0.11882775500998832,5,3,5,25,6
benchmark_examples/size5x5/density20/ex2.lp,0.12962566000351217,6,4,6,25,8
benchmark_examples/size5x5/density20/ex3.lp,0.01725407400226686,2,0,4,11,0
benchmark_examples/size5x5/density20/ex4.lp,0.061005221999948844,3,1,4,14,2
benchmark_examples/size5x5/density20/ex5.lp,0.07685947600111831,4,2,6,17,2
benchmark_examples/size5x5/density20/ex6.lp,0.017982542995014228,2,0,5,16,0
benchmark_examples/size5x5/density20/ex7.lp,0.09628796999459155,3,1,6,20,2
benchmark_examples/size5x5/density20/ex8.lp,0.1185487250040751,6,4,5,16,4
benchmark_examples/size5x5/density20/ex9.lp,0.05909040500409901,3,1,5,16,4
benchmark_examples/size5x5/density25/ex1.lp,1.1187297030119225,27,14,10,28,2
benchmark_examples/size5x5/density25/ex10.lp,0.048839412003871985,3,1,6,22,2
benchmark_examples/size5x5/density25/ex2.lp,0.2617867200024193,9,4,6,24,6
benchmark_examples/size5x5/density25/ex3.lp,0.0907477220025612,4,2,5,18,2
benchmark_examples/size5x5/density25/ex4.lp,0.018968757998663932,2,0,5,17,0
benchmark_examples/size5x5/density25/ex5.lp,0.16599674099416006,5,3,7,22,4
benchmark_examples/size5x5/density25/ex6.lp,0.07474476999777835,3,1,7,18,2
benchmark_examples/size5x5/density25/ex7.lp,0.08464828599244356,4,2,5,16,4
benchmark_examples/size5x5/density25/ex8.lp,0.23737521600560285,9,7,6,23,10
benchmark_examples/size5x5/density25/ex9.lp,0.20614329200179782,7,5,6,22,10
benchmark_examples/size5x5/density30/ex1.lp,0.13203486999555025,5,3,5,27,8
benchmark_examples/size5x5/density30/ex10.lp,0.18049734299711417,6,4,5,25,6
benchmark_examples/size5x5/density30/ex2.lp,0.13672859000507742,4,2,6,27,8
benchmark_examples/size5x5/density30/ex3.lp,0.10293054700014181,3,1,6,23,4
benchmark_examples/size5x5/density30/ex4.lp,0.15650514300796203,5,3,5,21,6
benchmark_examples/size5x5/density30/ex5.lp,0.1586919969995506,6,4,6,19,6
benchmark_examples/size5x5/density30/ex6.lp,0.10131485199963208,4,2,5,17,4
benchmark_examples/size5x5/density30/ex7.lp,0.15518664300907403,4,2,5,28,4
benchmark_examples/size5x5/density30/ex8.lp,0.5633876440115273,11,7,7,28,10
benchmark_examples/size5x5/density30/ex9.lp,0.16297935700276867,4,2,6,22,4
benchmark_examples/size5x5/density35/ex1.lp,0.09356906400353182,3,1,6,22,6
benchmark_examples/size5x5/density35/ex10.lp,0.018619882001075894,2,0,4,26,0
