file,time,#nodes,pathlength,horizon,#moves
incremental_rob_num/ex/ex2/10robs.lp,0.5372123370034387,10,7,8,53
incremental_rob_num/ex/ex2/11robs.lp,0.3708153890038375,7,5,11,60
incremental_rob_num/ex/ex2/12robs.lp,0.5286094519979088,9,7,11,63
incremental_rob_num/ex/ex2/13robs.lp,1.052695226004289,14,12,11,73
incremental_rob_num/ex/ex2/14robs.lp,1.6307740490010474,22,18,11,72
incremental_rob_num/ex/ex2/15robs.lp,2.092386460994021,24,18,11,89
incremental_rob_num/ex/ex2/16robs.lp,2.644303786997625,34,29,11,81
incremental_rob_num/ex/ex2/17robs.lp,4.772427964999224,58,40,11,97
incremental_rob_num/ex/ex2/18robs.lp,13.270721289998619,120,67,14,133
incremental_rob_num/ex/ex2/19robs.lp,26.22911455400026,200,84,14,144
incremental_rob_num/ex/ex2/2robs.lp,0.008498171999235637,2,0,3,5
incremental_rob_num/ex/ex2/3robs.lp,0.0790638550024596,3,1,8,17
incremental_rob_num/ex/ex2/4robs.lp,0.1310673690022668,3,1,8,23
incremental_rob_num/ex/ex2/5robs.lp,0.08239494300505612,3,1,8,26
incremental_rob_num/ex/ex2/6robs.lp,0.083007423003437,3,1,8,30
incremental_rob_num/ex/ex2/7robs.lp,0.2563140249985736,5,3,8,34
incremental_rob_num/ex/ex2/8robs.lp,0.3951795190005214,6,4,8,37
incremental_rob_num/ex/ex2/9robs.lp,0.14927124800306046,4,2,8,44
